"site_id","species","count","UTM.EW","UTM.NS","Precipitation","Elevation","Age.cat","Geology","Habitat","Stream","EnvHet","x","y","x_n","y_n"
12,"Tetrathylacium johansenii",0,625953.967,1011668.985,2530,120,"c3","Tb","OldLow","No",0,-79.8536638926143,9.15029637364337,3,4
13,"Tetrathylacium johansenii",0,625953.967,1011768.985,2530,120,"c3","Tb","OldLow","Yes",0.6624,-79.853660996765,9.15120069306585,3,3
14,"Tetrathylacium johansenii",0,625953.967,1011868.985,2530,120,"c3","Tb","OldLow","No",0.1472,-79.8536581006173,9.15210501244241,3,2
15,"Tetrathylacium johansenii",0,625953.967,1011968.985,2530,120,"c3","Tb","OldLow","No",0,-79.8536552041712,9.15300933177304,3,1
16,"Tetrathylacium johansenii",0,626053.967,1011568.985,2530,120,"c3","Tb","OldSlope","No",0.4608,-79.8527567928327,9.14938917569145,4,5
17,"Tetrathylacium johansenii",0,626053.967,1011668.985,2530,120,"c3","Tb","OldLow","No",0,-79.8527538949844,9.15029349487065,4,4
18,"Tetrathylacium johansenii",2,626053.967,1011768.985,2530,120,"c3","Tb","Swamp","No",0.6592,-79.8527509968375,9.15119781400391,4,3
19,"Tetrathylacium johansenii",0,626053.967,1011868.985,2530,120,"c3","Tb","OldLow","No",0.0768,-79.8527480983919,9.15210213309126,4,2
20,"Tetrathylacium johansenii",0,626053.967,1011968.985,2530,120,"c3","Tb","OldLow","No",0.2112,-79.8527451996478,9.15300645213267,4,1
21,"Tetrathylacium johansenii",0,626153.967,1011568.985,2530,120,"c3","Tb","OldSlope","No",0.2688,-79.8518467977987,9.14938629492502,5,5
22,"Tetrathylacium johansenii",0,626153.967,1011668.985,2530,120,"c3","Tb","OldLow","No",0.2112,-79.8518438976531,9.15029061381477,5,4
23,"Tetrathylacium johansenii",2,626153.967,1011768.985,2530,120,"c3","Tb","Swamp","No",0.624,-79.8518409972086,9.15119493265859,5,3
24,"Tetrathylacium johansenii",0,626153.967,1011868.985,2530,120,"c3","Tb","OldLow","No",0.4352,-79.8518380964652,9.15209925145649,5,2
25,"Tetrathylacium johansenii",0,626153.967,1011968.985,2530,120,"c3","Tb","OldLow","No",0.608,-79.851835195423,9.15300357020846,5,1
26,"Tetrathylacium johansenii",0,626253.967,1011568.985,2530,120,"c3","Tb","OldSlope","No",0.3648,-79.8509368030636,9.14938341187565,6,5
27,"Tetrathylacium johansenii",1,626253.967,1011668.985,2530,120,"c3","Tb","OldLow","No",0,-79.8509339006206,9.15028773047574,6,4
28,"Tetrathylacium johansenii",0,626253.967,1011768.985,2530,120,"c3","Tb","OldLow","No",0.3328,-79.8509309978785,9.15119204902989,6,3
29,"Tetrathylacium johansenii",0,626253.967,1011868.985,2530,120,"c3","Tb","OldHigh","No",0.6528,-79.8509280948373,9.15209636753811,6,2
30,"Tetrathylacium johansenii",1,626253.967,1011968.985,2530,120,"c3","Tb","Young","No",0.6144,-79.8509251914971,9.15300068600041,6,1
31,"Tetrathylacium johansenii",0,626353.967,1011568.985,2530,120,"c3","Tb","OldLow","No",0.4928,-79.8500268086276,9.14938052654337,7,5
32,"Tetrathylacium johansenii",0,626353.967,1011668.985,2530,120,"c3","Tb","OldHigh","No",0.7264,-79.8500239038872,9.15028484485356,7,4
33,"Tetrathylacium johansenii",0,626353.967,1011768.985,2530,120,"c2","Tb","OldHigh","No",0.0768,-79.8500209988476,9.15118916311781,7,3
34,"Tetrathylacium johansenii",1,626353.967,1011868.985,2530,120,"c3","Tb","OldHigh","No",0,-79.8500180935086,9.15209348133613,7,2
35,"Tetrathylacium johansenii",0,626353.967,1011968.985,2530,120,"c3","Tb","Young","No",0.3328,-79.8500151878703,9.15299779950852,7,1
36,"Tetrathylacium johansenii",0,626453.967,1011568.985,2530,120,"c3","Tb","OldSlope","No",0.4032,-79.8491168144908,9.14937763892818,8,5
37,"Tetrathylacium johansenii",0,626453.967,1011668.985,2530,120,"c3","Tb","OldHigh","No",0.3648,-79.8491139074532,9.15028195694823,8,4
38,"Tetrathylacium johansenii",0,626453.967,1011768.985,2530,120,"c3","Tb","OldHigh","No",0,-79.8491110001159,9.15118627492235,8,3
39,"Tetrathylacium johansenii",0,626453.967,1011868.985,2530,120,"c3","Tb","OldHigh","No",0,-79.8491080924791,9.15209059285054,8,2
40,"Tetrathylacium johansenii",0,626453.967,1011968.985,2530,120,"c3","Tb","OldHigh","No",0.6208,-79.8491051845428,9.1529949107328,8,1
41,"Tetrathylacium johansenii",0,626553.967,1011568.985,2530,120,"c3","Tb","OldSlope","No",0.4032,-79.8482068206537,9.14937474903008,9,5
42,"Tetrathylacium johansenii",0,626553.967,1011668.985,2530,120,"c3","Tb","OldSlope","No",0.1472,-79.8482039113186,9.15027906675977,9,4
43,"Tetrathylacium johansenii",0,626553.967,1011768.985,2530,120,"c3","Tb","OldSlope","No",0.0768,-79.8482010016838,9.15118338444353,9,3
44,"Tetrathylacium johansenii",0,626553.967,1011868.985,2530,120,"c3","Tb","OldSlope","No",0.5568,-79.8481980917492,9.15208770208136,9,2
45,"Tetrathylacium johansenii",0,626553.967,1011968.985,2530,120,"c3","Tb","OldSlope","Yes",0.3424,-79.8481951815149,9.15299201967325,9,1
46,"Tetrathylacium johansenii",0,626653.967,1011568.985,2530,120,"c3","Tb","OldLow","No",0.1472,-79.8472968271163,9.14937185684906,10,5
47,"Tetrathylacium johansenii",0,626653.967,1011668.985,2530,120,"c3","Tb","OldLow","No",0.3648,-79.8472939154839,9.15027617428817,10,4
48,"Tetrathylacium johansenii",0,626653.967,1011768.985,2530,120,"c3","Tb","OldLow","No",0.4608,-79.8472910035516,9.15118049168134,10,3
49,"Tetrathylacium johansenii",0,626653.967,1011868.985,2530,120,"c3","Tb","OldLow","No",0.4992,-79.8472880913192,9.15208480902858,10,2
50,"Tetrathylacium johansenii",0,626653.967,1011968.985,2530,120,"c3","Tb","OldSlope","Yes",0.6368,-79.8472851787867,9.15298912632988,10,1
1,"Theobroma cacao",1,625753.967,1011568.985,2530,120,"c3","Tb","OldSlope","Yes",0.6272,-79.8554867797253,9.1493978042932,1,5
2,"Theobroma cacao",1,625753.967,1011668.985,2530,120,"c3","Tb","OldLow","Yes",0.3936,-79.855483888769,9.15030212433934,1,4
3,"Theobroma cacao",0,625753.967,1011768.985,2530,120,"c3","Tb","OldLow","No",0,-79.8554809975149,9.15120644433956,1,3
4,"Theobroma cacao",0,625753.967,1011868.985,2530,120,"c3","Tb","OldLow","No",0,-79.8554781059628,9.15211076429386,1,2
5,"Theobroma cacao",1,625753.967,1011968.985,2530,120,"c3","Tb","OldSlope","No",0.4608,-79.8554752141129,9.15301508420223,1,1
6,"Theobroma cacao",0,625853.967,1011568.985,2530,120,"c3","Tb","OldLow","No",0.0768,-79.8545767837962,9.14939493037555,2,5
7,"Theobroma cacao",0,625853.967,1011668.985,2530,120,"c3","Tb","OldLow","Yes",0.3808,-79.8545738905426,9.15029925013294,2,4
8,"Theobroma cacao",0,625853.967,1011768.985,2530,120,"c3","Tb","OldLow","Yes",0.2112,-79.8545709969909,9.1512035698444,2,3
9,"Theobroma cacao",0,625853.967,1011868.985,2530,120,"c3","Tb","OldLow","No",0,-79.854568103141,9.15210788950995,2,2
10,"Theobroma cacao",0,625853.967,1011968.985,2530,120,"c3","Tb","OldLow","No",0,-79.8545652089929,9.15301220912956,2,1
11,"Theobroma cacao",0,625953.967,1011568.985,2530,120,"c3","Tb","OldLow","No",0.4032,-79.8536667881653,9.14939205417497,3,5
12,"Theobroma cacao",0,625953.967,1011668.985,2530,120,"c3","Tb","OldLow","No",0,-79.8536638926143,9.15029637364337,3,4
13,"Theobroma cacao",0,625953.967,1011768.985,2530,120,"c3","Tb","OldLow","Yes",0.6624,-79.853660996765,9.15120069306585,3,3
14,"Theobroma cacao",0,625953.967,1011868.985,2530,120,"c3","Tb","OldLow","No",0.1472,-79.8536581006173,9.15210501244241,3,2
15,"Theobroma cacao",0,625953.967,1011968.985,2530,120,"c3","Tb","OldLow","No",0,-79.8536552041712,9.15300933177304,3,1
16,"Theobroma cacao",1,626053.967,1011568.985,2530,120,"c3","Tb","OldSlope","No",0.4608,-79.8527567928327,9.14938917569145,4,5
17,"Theobroma cacao",0,626053.967,1011668.985,2530,120,"c3","Tb","OldLow","No",0,-79.8527538949844,9.15029349487065,4,4
18,"Theobroma cacao",0,626053.967,1011768.985,2530,120,"c3","Tb","Swamp","No",0.6592,-79.8527509968375,9.15119781400391,4,3
19,"Theobroma cacao",0,626053.967,1011868.985,2530,120,"c3","Tb","OldLow","No",0.0768,-79.8527480983919,9.15210213309126,4,2
20,"Theobroma cacao",0,626053.967,1011968.985,2530,120,"c3","Tb","OldLow","No",0.2112,-79.8527451996478,9.15300645213267,4,1
21,"Theobroma cacao",0,626153.967,1011568.985,2530,120,"c3","Tb","OldSlope","No",0.2688,-79.8518467977987,9.14938629492502,5,5
22,"Theobroma cacao",0,626153.967,1011668.985,2530,120,"c3","Tb","OldLow","No",0.2112,-79.8518438976531,9.15029061381477,5,4
23,"Theobroma cacao",0,626153.967,1011768.985,2530,120,"c3","Tb","Swamp","No",0.624,-79.8518409972086,9.15119493265859,5,3
24,"Theobroma cacao",1,626153.967,1011868.985,2530,120,"c3","Tb","OldLow","No",0.4352,-79.8518380964652,9.15209925145649,5,2
25,"Theobroma cacao",1,626153.967,1011968.985,2530,120,"c3","Tb","OldLow","No",0.608,-79.851835195423,9.15300357020846,5,1
26,"Theobroma cacao",0,626253.967,1011568.985,2530,120,"c3","Tb","OldSlope","No",0.3648,-79.8509368030636,9.14938341187565,6,5
27,"Theobroma cacao",0,626253.967,1011668.985,2530,120,"c3","Tb","OldLow","No",0,-79.8509339006206,9.15028773047574,6,4
28,"Theobroma cacao",0,626253.967,1011768.985,2530,120,"c3","Tb","OldLow","No",0.3328,-79.8509309978785,9.15119204902989,6,3
29,"Theobroma cacao",1,626253.967,1011868.985,2530,120,"c3","Tb","OldHigh","No",0.6528,-79.8509280948373,9.15209636753811,6,2
30,"Theobroma cacao",0,626253.967,1011968.985,2530,120,"c3","Tb","Young","No",0.6144,-79.8509251914971,9.15300068600041,6,1
31,"Theobroma cacao",0,626353.967,1011568.985,2530,120,"c3","Tb","OldLow","No",0.4928,-79.8500268086276,9.14938052654337,7,5
32,"Theobroma cacao",1,626353.967,1011668.985,2530,120,"c3","Tb","OldHigh","No",0.7264,-79.8500239038872,9.15028484485356,7,4
33,"Theobroma cacao",0,626353.967,1011768.985,2530,120,"c2","Tb","OldHigh","No",0.0768,-79.8500209988476,9.15118916311781,7,3
34,"Theobroma cacao",0,626353.967,1011868.985,2530,120,"c3","Tb","OldHigh","No",0,-79.8500180935086,9.15209348133613,7,2
35,"Theobroma cacao",0,626353.967,1011968.985,2530,120,"c3","Tb","Young","No",0.3328,-79.8500151878703,9.15299779950852,7,1
36,"Theobroma cacao",0,626453.967,1011568.985,2530,120,"c3","Tb","OldSlope","No",0.4032,-79.8491168144908,9.14937763892818,8,5
37,"Theobroma cacao",0,626453.967,1011668.985,2530,120,"c3","Tb","OldHigh","No",0.3648,-79.8491139074532,9.15028195694823,8,4
38,"Theobroma cacao",0,626453.967,1011768.985,2530,120,"c3","Tb","OldHigh","No",0,-79.8491110001159,9.15118627492235,8,3
39,"Theobroma cacao",0,626453.967,1011868.985,2530,120,"c3","Tb","OldHigh","No",0,-79.8491080924791,9.15209059285054,8,2
40,"Theobroma cacao",0,626453.967,1011968.985,2530,120,"c3","Tb","OldHigh","No",0.6208,-79.8491051845428,9.1529949107328,8,1
41,"Theobroma cacao",1,626553.967,1011568.985,2530,120,"c3","Tb","OldSlope","No",0.4032,-79.8482068206537,9.14937474903008,9,5
42,"Theobroma cacao",0,626553.967,1011668.985,2530,120,"c3","Tb","OldSlope","No",0.1472,-79.8482039113186,9.15027906675977,9,4
43,"Theobroma cacao",1,626553.967,1011768.985,2530,120,"c3","Tb","OldSlope","No",0.0768,-79.8482010016838,9.15118338444353,9,3
44,"Theobroma cacao",0,626553.967,1011868.985,2530,120,"c3","Tb","OldSlope","No",0.5568,-79.8481980917492,9.15208770208136,9,2
45,"Theobroma cacao",0,626553.967,1011968.985,2530,120,"c3","Tb","OldSlope","Yes",0.3424,-79.8481951815149,9.15299201967325,9,1
46,"Theobroma cacao",0,626653.967,1011568.985,2530,120,"c3","Tb","OldLow","No",0.1472,-79.8472968271163,9.14937185684906,10,5
47,"Theobroma cacao",0,626653.967,1011668.985,2530,120,"c3","Tb","OldLow","No",0.3648,-79.8472939154839,9.15027617428817,10,4
48,"Theobroma cacao",0,626653.967,1011768.985,2530,120,"c3","Tb","OldLow","No",0.4608,-79.8472910035516,9.15118049168134,10,3
49,"Theobroma cacao",0,626653.967,1011868.985,2530,120,"c3","Tb","OldLow","No",0.4992,-79.8472880913192,9.15208480902858,10,2
50,"Theobroma cacao",2,626653.967,1011968.985,2530,120,"c3","Tb","OldSlope","Yes",0.6368,-79.8472851787867,9.15298912632988,10,1
1,"Thevetia ahouai",0,625753.967,1011568.985,2530,120,"c3","Tb","OldSlope","Yes",0.6272,-79.8554867797253,9.1493978042932,1,5
2,"Thevetia ahouai",0,625753.967,1011668.985,2530,120,"c3","Tb","OldLow","Yes",0.3936,-79.855483888769,9.15030212433934,1,4
3,"Thevetia ahouai",0,625753.967,1011768.985,2530,120,"c3","Tb","OldLow","No",0,-79.8554809975149,9.15120644433956,1,3
4,"Thevetia ahouai",0,625753.967,1011868.985,2530,120,"c3","Tb","OldLow","No",0,-79.8554781059628,9.15211076429386,1,2
5,"Thevetia ahouai",0,625753.967,1011968.985,2530,120,"c3","Tb","OldSlope","No",0.4608,-79.8554752141129,9.15301508420223,1,1
6,"Thevetia ahouai",0,625853.967,1011568.985,2530,120,"c3","Tb","OldLow","No",0.0768,-79.8545767837962,9.14939493037555,2,5
7,"Thevetia ahouai",0,625853.967,1011668.985,2530,120,"c3","Tb","OldLow","Yes",0.3808,-79.8545738905426,9.15029925013294,2,4
8,"Thevetia ahouai",0,625853.967,1011768.985,2530,120,"c3","Tb","OldLow","Yes",0.2112,-79.8545709969909,9.1512035698444,2,3
9,"Thevetia ahouai",0,625853.967,1011868.985,2530,120,"c3","Tb","OldLow","No",0,-79.854568103141,9.15210788950995,2,2
10,"Thevetia ahouai",0,625853.967,1011968.985,2530,120,"c3","Tb","OldLow","No",0,-79.8545652089929,9.15301220912956,2,1
11,"Thevetia ahouai",0,625953.967,1011568.985,2530,120,"c3","Tb","OldLow","No",0.4032,-79.8536667881653,9.14939205417497,3,5
12,"Thevetia ahouai",0,625953.967,1011668.985,2530,120,"c3","Tb","OldLow","No",0,-79.8536638926143,9.15029637364337,3,4
13,"Thevetia ahouai",0,625953.967,1011768.985,2530,120,"c3","Tb","OldLow","Yes",0.6624,-79.853660996765,9.15120069306585,3,3
14,"Thevetia ahouai",0,625953.967,1011868.985,2530,120,"c3","Tb","OldLow","No",0.1472,-79.8536581006173,9.15210501244241,3,2
15,"Thevetia ahouai",0,625953.967,1011968.985,2530,120,"c3","Tb","OldLow","No",0,-79.8536552041712,9.15300933177304,3,1
16,"Thevetia ahouai",0,626053.967,1011568.985,2530,120,"c3","Tb","OldSlope","No",0.4608,-79.8527567928327,9.14938917569145,4,5
17,"Thevetia ahouai",0,626053.967,1011668.985,2530,120,"c3","Tb","OldLow","No",0,-79.8527538949844,9.15029349487065,4,4
18,"Thevetia ahouai",0,626053.967,1011768.985,2530,120,"c3","Tb","Swamp","No",0.6592,-79.8527509968375,9.15119781400391,4,3
19,"Thevetia ahouai",0,626053.967,1011868.985,2530,120,"c3","Tb","OldLow","No",0.0768,-79.8527480983919,9.15210213309126,4,2
20,"Thevetia ahouai",0,626053.967,1011968.985,2530,120,"c3","Tb","OldLow","No",0.2112,-79.8527451996478,9.15300645213267,4,1
21,"Thevetia ahouai",0,626153.967,1011568.985,2530,120,"c3","Tb","OldSlope","No",0.2688,-79.8518467977987,9.14938629492502,5,5
22,"Thevetia ahouai",0,626153.967,1011668.985,2530,120,"c3","Tb","OldLow","No",0.2112,-79.8518438976531,9.15029061381477,5,4
23,"Thevetia ahouai",1,626153.967,1011768.985,2530,120,"c3","Tb","Swamp","No",0.624,-79.8518409972086,9.15119493265859,5,3
24,"Thevetia ahouai",0,626153.967,1011868.985,2530,120,"c3","Tb","OldLow","No",0.4352,-79.8518380964652,9.15209925145649,5,2
25,"Thevetia ahouai",0,626153.967,1011968.985,2530,120,"c3","Tb","OldLow","No",0.608,-79.851835195423,9.15300357020846,5,1
26,"Thevetia ahouai",0,626253.967,1011568.985,2530,120,"c3","Tb","OldSlope","No",0.3648,-79.8509368030636,9.14938341187565,6,5
27,"Thevetia ahouai",0,626253.967,1011668.985,2530,120,"c3","Tb","OldLow","No",0,-79.8509339006206,9.15028773047574,6,4
28,"Thevetia ahouai",0,626253.967,1011768.985,2530,120,"c3","Tb","OldLow","No",0.3328,-79.8509309978785,9.15119204902989,6,3
29,"Thevetia ahouai",0,626253.967,1011868.985,2530,120,"c3","Tb","OldHigh","No",0.6528,-79.8509280948373,9.15209636753811,6,2
30,"Thevetia ahouai",0,626253.967,1011968.985,2530,120,"c3","Tb","Young","No",0.6144,-79.8509251914971,9.15300068600041,6,1
31,"Thevetia ahouai",0,626353.967,1011568.985,2530,120,"c3","Tb","OldLow","No",0.4928,-79.8500268086276,9.14938052654337,7,5
32,"Thevetia ahouai",0,626353.967,1011668.985,2530,120,"c3","Tb","OldHigh","No",0.7264,-79.8500239038872,9.15028484485356,7,4
33,"Thevetia ahouai",0,626353.967,1011768.985,2530,120,"c2","Tb","OldHigh","No",0.0768,-79.8500209988476,9.15118916311781,7,3
34,"Thevetia ahouai",0,626353.967,1011868.985,2530,120,"c3","Tb","OldHigh","No",0,-79.8500180935086,9.15209348133613,7,2
35,"Thevetia ahouai",0,626353.967,1011968.985,2530,120,"c3","Tb","Young","No",0.3328,-79.8500151878703,9.15299779950852,7,1
36,"Thevetia ahouai",0,626453.967,1011568.985,2530,120,"c3","Tb","OldSlope","No",0.4032,-79.8491168144908,9.14937763892818,8,5
37,"Thevetia ahouai",0,626453.967,1011668.985,2530,120,"c3","Tb","OldHigh","No",0.3648,-79.8491139074532,9.15028195694823,8,4
38,"Thevetia ahouai",0,626453.967,1011768.985,2530,120,"c3","Tb","OldHigh","No",0,-79.8491110001159,9.15118627492235,8,3
39,"Thevetia ahouai",0,626453.967,1011868.985,2530,120,"c3","Tb","OldHigh","No",0,-79.8491080924791,9.15209059285054,8,2
40,"Thevetia ahouai",0,626453.967,1011968.985,2530,120,"c3","Tb","OldHigh","No",0.6208,-79.8491051845428,9.1529949107328,8,1
41,"Thevetia ahouai",1,626553.967,1011568.985,2530,120,"c3","Tb","OldSlope","No",0.4032,-79.8482068206537,9.14937474903008,9,5
42,"Thevetia ahouai",0,626553.967,1011668.985,2530,120,"c3","Tb","OldSlope","No",0.1472,-79.8482039113186,9.15027906675977,9,4
43,"Thevetia ahouai",0,626553.967,1011768.985,2530,120,"c3","Tb","OldSlope","No",0.0768,-79.8482010016838,9.15118338444353,9,3
44,"Thevetia ahouai",0,626553.967,1011868.985,2530,120,"c3","Tb","OldSlope","No",0.5568,-79.8481980917492,9.15208770208136,9,2
45,"Thevetia ahouai",0,626553.967,1011968.985,2530,120,"c3","Tb","OldSlope","Yes",0.3424,-79.8481951815149,9.15299201967325,9,1
46,"Thevetia ahouai",0,626653.967,1011568.985,2530,120,"c3","Tb","OldLow","No",0.1472,-79.8472968271163,9.14937185684906,10,5
47,"Thevetia ahouai",0,626653.967,1011668.985,2530,120,"c3","Tb","OldLow","No",0.3648,-79.8472939154839,9.15027617428817,10,4
48,"Thevetia ahouai",0,626653.967,1011768.985,2530,120,"c3","Tb","OldLow","No",0.4608,-79.8472910035516,9.15118049168134,10,3
49,"Thevetia ahouai",0,626653.967,1011868.985,2530,120,"c3","Tb","OldLow","No",0.4992,-79.8472880913192,9.15208480902858,10,2
50,"Thevetia ahouai",0,626653.967,1011968.985,2530,120,"c3","Tb","OldSlope","Yes",0.6368,-79.8472851787867,9.15298912632988,10,1
1,"Tocoyena pittieri",0,625753.967,1011568.985,2530,120,"c3","Tb","OldSlope","Yes",0.6272,-79.8554867797253,9.1493978042932,1,5
2,"Tocoyena pittieri",1,625753.967,1011668.985,2530,120,"c3","Tb","OldLow","Yes",0.3936,-79.855483888769,9.15030212433934,1,4
3,"Tocoyena pittieri",0,625753.967,1011768.985,2530,120,"c3","Tb","OldLow","No",0,-79.8554809975149,9.15120644433956,1,3
4,"Tocoyena pittieri",0,625753.967,1011868.985,2530,120,"c3","Tb","OldLow","No",0,-79.8554781059628,9.15211076429386,1,2
5,"Tocoyena pittieri",0,625753.967,1011968.985,2530,120,"c3","Tb","OldSlope","No",0.4608,-79.8554752141129,9.15301508420223,1,1
6,"Tocoyena pittieri",0,625853.967,1011568.985,2530,120,"c3","Tb","OldLow","No",0.0768,-79.8545767837962,9.14939493037555,2,5
7,"Tocoyena pittieri",0,625853.967,1011668.985,2530,120,"c3","Tb","OldLow","Yes",0.3808,-79.8545738905426,9.15029925013294,2,4
8,"Tocoyena pittieri",0,625853.967,1011768.985,2530,120,"c3","Tb","OldLow","Yes",0.2112,-79.8545709969909,9.1512035698444,2,3
9,"Tocoyena pittieri",0,625853.967,1011868.985,2530,120,"c3","Tb","OldLow","No",0,-79.854568103141,9.15210788950995,2,2
10,"Tocoyena pittieri",0,625853.967,1011968.985,2530,120,"c3","Tb","OldLow","No",0,-79.8545652089929,9.15301220912956,2,1
11,"Tocoyena pittieri",0,625953.967,1011568.985,2530,120,"c3","Tb","OldLow","No",0.4032,-79.8536667881653,9.14939205417497,3,5
12,"Tocoyena pittieri",1,625953.967,1011668.985,2530,120,"c3","Tb","OldLow","No",0,-79.8536638926143,9.15029637364337,3,4
13,"Tocoyena pittieri",0,625953.967,1011768.985,2530,120,"c3","Tb","OldLow","Yes",0.6624,-79.853660996765,9.15120069306585,3,3
14,"Tocoyena pittieri",0,625953.967,1011868.985,2530,120,"c3","Tb","OldLow","No",0.1472,-79.8536581006173,9.15210501244241,3,2
15,"Tocoyena pittieri",0,625953.967,1011968.985,2530,120,"c3","Tb","OldLow","No",0,-79.8536552041712,9.15300933177304,3,1
16,"Tocoyena pittieri",0,626053.967,1011568.985,2530,120,"c3","Tb","OldSlope","No",0.4608,-79.8527567928327,9.14938917569145,4,5
17,"Tocoyena pittieri",0,626053.967,1011668.985,2530,120,"c3","Tb","OldLow","No",0,-79.8527538949844,9.15029349487065,4,4
18,"Tocoyena pittieri",0,626053.967,1011768.985,2530,120,"c3","Tb","Swamp","No",0.6592,-79.8527509968375,9.15119781400391,4,3
19,"Tocoyena pittieri",0,626053.967,1011868.985,2530,120,"c3","Tb","OldLow","No",0.0768,-79.8527480983919,9.15210213309126,4,2
20,"Tocoyena pittieri",0,626053.967,1011968.985,2530,120,"c3","Tb","OldLow","No",0.2112,-79.8527451996478,9.15300645213267,4,1
21,"Tocoyena pittieri",1,626153.967,1011568.985,2530,120,"c3","Tb","OldSlope","No",0.2688,-79.8518467977987,9.14938629492502,5,5
22,"Tocoyena pittieri",0,626153.967,1011668.985,2530,120,"c3","Tb","OldLow","No",0.2112,-79.8518438976531,9.15029061381477,5,4
23,"Tocoyena pittieri",0,626153.967,1011768.985,2530,120,"c3","Tb","Swamp","No",0.624,-79.8518409972086,9.15119493265859,5,3
24,"Tocoyena pittieri",0,626153.967,1011868.985,2530,120,"c3","Tb","OldLow","No",0.4352,-79.8518380964652,9.15209925145649,5,2
25,"Tocoyena pittieri",0,626153.967,1011968.985,2530,120,"c3","Tb","OldLow","No",0.608,-79.851835195423,9.15300357020846,5,1
26,"Tocoyena pittieri",0,626253.967,1011568.985,2530,120,"c3","Tb","OldSlope","No",0.3648,-79.8509368030636,9.14938341187565,6,5
27,"Tocoyena pittieri",0,626253.967,1011668.985,2530,120,"c3","Tb","OldLow","No",0,-79.8509339006206,9.15028773047574,6,4
28,"Tocoyena pittieri",0,626253.967,1011768.985,2530,120,"c3","Tb","OldLow","No",0.3328,-79.8509309978785,9.15119204902989,6,3
29,"Tocoyena pittieri",0,626253.967,1011868.985,2530,120,"c3","Tb","OldHigh","No",0.6528,-79.8509280948373,9.15209636753811,6,2
30,"Tocoyena pittieri",0,626253.967,1011968.985,2530,120,"c3","Tb","Young","No",0.6144,-79.8509251914971,9.15300068600041,6,1
31,"Tocoyena pittieri",0,626353.967,1011568.985,2530,120,"c3","Tb","OldLow","No",0.4928,-79.8500268086276,9.14938052654337,7,5
32,"Tocoyena pittieri",0,626353.967,1011668.985,2530,120,"c3","Tb","OldHigh","No",0.7264,-79.8500239038872,9.15028484485356,7,4
33,"Tocoyena pittieri",1,626353.967,1011768.985,2530,120,"c2","Tb","OldHigh","No",0.0768,-79.8500209988476,9.15118916311781,7,3
34,"Tocoyena pittieri",0,626353.967,1011868.985,2530,120,"c3","Tb","OldHigh","No",0,-79.8500180935086,9.15209348133613,7,2
35,"Tocoyena pittieri",0,626353.967,1011968.985,2530,120,"c3","Tb","Young","No",0.3328,-79.8500151878703,9.15299779950852,7,1
36,"Tocoyena pittieri",0,626453.967,1011568.985,2530,120,"c3","Tb","OldSlope","No",0.4032,-79.8491168144908,9.14937763892818,8,5
37,"Tocoyena pittieri",0,626453.967,1011668.985,2530,120,"c3","Tb","OldHigh","No",0.3648,-79.8491139074532,9.15028195694823,8,4
38,"Tocoyena pittieri",0,626453.967,1011768.985,2530,120,"c3","Tb","OldHigh","No",0,-79.8491110001159,9.15118627492235,8,3
39,"Tocoyena pittieri",0,626453.967,1011868.985,2530,120,"c3","Tb","OldHigh","No",0,-79.8491080924791,9.15209059285054,8,2
40,"Tocoyena pittieri",0,626453.967,1011968.985,2530,120,"c3","Tb","OldHigh","No",0.6208,-79.8491051845428,9.1529949107328,8,1
41,"Tocoyena pittieri",0,626553.967,1011568.985,2530,120,"c3","Tb","OldSlope","No",0.4032,-79.8482068206537,9.14937474903008,9,5
42,"Tocoyena pittieri",0,626553.967,1011668.985,2530,120,"c3","Tb","OldSlope","No",0.1472,-79.8482039113186,9.15027906675977,9,4
43,"Tocoyena pittieri",0,626553.967,1011768.985,2530,120,"c3","Tb","OldSlope","No",0.0768,-79.8482010016838,9.15118338444353,9,3
44,"Tocoyena pittieri",0,626553.967,1011868.985,2530,120,"c3","Tb","OldSlope","No",0.5568,-79.8481980917492,9.15208770208136,9,2
45,"Tocoyena pittieri",0,626553.967,1011968.985,2530,120,"c3","Tb","OldSlope","Yes",0.3424,-79.8481951815149,9.15299201967325,9,1
46,"Tocoyena pittieri",0,626653.967,1011568.985,2530,120,"c3","Tb","OldLow","No",0.1472,-79.8472968271163,9.14937185684906,10,5
47,"Tocoyena pittieri",0,626653.967,1011668.985,2530,120,"c3","Tb","OldLow","No",0.3648,-79.8472939154839,9.15027617428817,10,4
48,"Tocoyena pittieri",0,626653.967,1011768.985,2530,120,"c3","Tb","OldLow","No",0.4608,-79.8472910035516,9.15118049168134,10,3
49,"Tocoyena pittieri",0,626653.967,1011868.985,2530,120,"c3","Tb","OldLow","No",0.4992,-79.8472880913192,9.15208480902858,10,2
50,"Tocoyena pittieri",1,626653.967,1011968.985,2530,120,"c3","Tb","OldSlope","Yes",0.6368,-79.8472851787867,9.15298912632988,10,1
1,"Trattinnickia aspera",3,625753.967,1011568.985,2530,120,"c3","Tb","OldSlope","Yes",0.6272,-79.8554867797253,9.1493978042932,1,5
2,"Trattinnickia aspera",1,625753.967,1011668.985,2530,120,"c3","Tb","OldLow","Yes",0.3936,-79.855483888769,9.15030212433934,1,4
3,"Trattinnickia aspera",1,625753.967,1011768.985,2530,120,"c3","Tb","OldLow","No",0,-79.8554809975149,9.15120644433956,1,3
